order_id,product_name,category,price_inr,quantity_sold,total_sales_inr,order_date,payment_method,customer_rating,month,year,profit_inr,discount_percent,customer_segment,region,calculated_sales,sales_difference,profit_margin_percent,revenue_per_unit,profit_per_unit,month_number,quarter,year_month,discount_amount,net_sales_after_discount,month_start
ORD00753,Tablet,Electronics,41926.03,2,83852.06,01-02-2025,COD,3.6,February,2025,16770.412,29,Retail,West,83852.06,0,20.00%,41926.03,8385.206,2,Q1,Feb-25,24317.0974,59534.96,Feb-25
ORD00754,Lipstick,Beauty,12930.46,4,51721.84,30-12-2024,Net Banking,1.9,December,2024,10344.368,22,Online,South,51721.84,0,20.00%,12930.46,2586.092,12,Q4,Dec-24,11378.8048,40343.04,Dec-24
ORD00755,Laptop,Electronics,37355.59,3,112066.77,08-07-2024,Wallet,1.7,July,2024,22413.354,19,Retail,East,112066.77,0,20.00%,37355.59,7471.118,7,Q3,Jul-24,21292.6863,90774.08,Jul-24
ORD00756,Lipstick,Beauty,18385.32,5,91926.6,15-05-2024,UPI,3.8,May,2024,18385.32,13,Retail,South,91926.6,0,20.00%,18385.32,3677.064,5,Q2,May-24,11950.458,79976.14,May-24
ORD00757,Cookbook,Books,5299.58,4,21198.32,27-08-2024,Debit Card,2.8,August,2024,4239.664,21,Wholesale,East,21198.32,0,20.00%,5299.58,1059.916,8,Q3,Aug-24,4451.6472,16746.67,Aug-24
ORD00758,Educational Book,Books,7649.41,4,30597.64,16-04-2024,UPI,1.6,April,2024,6119.528,18,Retail,South,30597.64,0,20.00%,7649.41,1529.882,4,Q2,Apr-24,5507.5752,25090.06,Apr-24
ORD00759,Mixer Grinder,Home & Kitchen,36950.98,4,147803.92,07-10-2024,Debit Card,3,October,2024,29560.784,19,Wholesale,East,147803.92,0,20.00%,36950.98,7390.196,10,Q4,Oct-24,28082.7448,119721.18,Oct-24
ORD00760,Comic Book,Books,2136.99,1,2136.99,07-09-2024,Net Banking,2.2,September,2024,427.398,5,Online,East,2136.99,0,20.00%,2136.99,427.398,9,Q3,Sep-24,106.8495,2030.14,Sep-24
ORD00761,Sofa Cover,Home & Kitchen,19693.93,5,98469.65,13-04-2024,Wallet,1.9,April,2024,19693.93,25,Retail,South,98469.65,0,20.00%,19693.93,3938.786,4,Q2,Apr-24,24617.4125,73852.24,Apr-24
ORD00762,Sofa Cover,Home & Kitchen,16179.61,2,32359.22,11-11-2024,Debit Card,2.7,November,2024,6471.844,26,Online,West,32359.22,0,20.00%,16179.61,3235.922,11,Q4,Nov-24,8413.3972,23945.82,Nov-24
ORD00763,Educational Book,Books,45910.23,4,183640.92,26-12-2024,Net Banking,1.6,December,2024,36728.184,26,Online,North,183640.92,0,20.00%,45910.23,9182.046,12,Q4,Dec-24,47746.6392,135894.28,Dec-24
ORD00764,Lipstick,Beauty,6685.9,2,13371.8,20-02-2024,Debit Card,2,February,2024,2674.36,7,Retail,West,13371.8,0,20.00%,6685.9,1337.18,2,Q1,Feb-24,936.026,12435.77,Feb-24
ORD00765,Self-Help Book,Books,2258.89,3,6776.67,12-09-2024,Wallet,2,September,2024,1355.334,20,Retail,South,6776.67,0,20.00%,2258.89,451.778,9,Q3,Sep-24,1355.334,5421.34,Sep-24
ORD00766,Educational Book,Books,25282.52,1,25282.52,06-09-2024,Credit Card,4.5,September,2024,5056.504,27,Online,West,25282.52,0,20.00%,25282.52,5056.504,9,Q3,Sep-24,6826.2804,18456.24,Sep-24
ORD00767,Shampoo,Beauty,11461.72,5,57308.6,06-11-2024,Debit Card,3,November,2024,11461.72,29,Retail,East,57308.6,0,20.00%,11461.72,2292.344,11,Q4,Nov-24,16619.494,40689.11,Nov-24
ORD00768,Shampoo,Beauty,17915.6,4,71662.4,28-08-2024,UPI,1.8,August,2024,14332.48,15,Wholesale,North,71662.4,0,20.00%,17915.6,3583.12,8,Q3,Aug-24,10749.36,60913.04,Aug-24
ORD00769,Lipstick,Beauty,22703.03,2,45406.06,06-05-2024,Net Banking,5,May,2024,9081.212,16,Wholesale,South,45406.06,0,20.00%,22703.03,4540.606,5,Q2,May-24,7264.9696,38141.09,May-24
ORD00770,Headphones,Electronics,42210.82,2,84421.64,24-03-2024,Wallet,2.8,March,2024,16884.328,14,Retail,South,84421.64,0,20.00%,42210.82,8442.164,3,Q1,Mar-24,11819.0296,72602.61,Mar-24
ORD00771,Sofa Cover,Home & Kitchen,7355.5,3,22066.5,27-01-2025,Net Banking,2,January,2025,4413.3,20,Online,South,22066.5,0,20.00%,7355.5,1471.1,1,Q1,Jan-25,4413.3,17653.2,Jan-25
ORD00772,Table Lamp,Home & Kitchen,13879,1,13879,12-06-2024,COD,2.5,June,2024,2775.8,12,Retail,North,13879,0,20.00%,13879,2775.8,6,Q2,Jun-24,1665.48,12213.52,Jun-24
ORD00773,Sofa Cover,Home & Kitchen,42604.95,5,213024.75,11-07-2024,Net Banking,3,July,2024,42604.95,10,Retail,East,213024.75,0,20.00%,42604.95,8520.99,7,Q3,Jul-24,21302.475,191722.28,Jul-24
ORD00774,Smartwatch,Electronics,31265.89,1,31265.89,20-06-2024,UPI,4.9,June,2024,6253.178,16,Online,South,31265.89,0,20.00%,31265.89,6253.178,6,Q2,Jun-24,5002.5424,26263.35,Jun-24
ORD00775,Dress,Clothing,20020.83,5,100104.15,01-09-2024,Credit Card,1.8,September,2024,20020.83,28,Online,West,100104.15,0,20.00%,20020.83,4004.166,9,Q3,Sep-24,28029.162,72074.99,Sep-24
ORD00776,Cookbook,Books,24680.19,3,74040.57,21-05-2024,COD,3.5,May,2024,14808.114,25,Wholesale,South,74040.57,0,20.00%,24680.19,4936.038,5,Q2,May-24,18510.1425,55530.43,May-24
ORD00777,Lipstick,Beauty,22254.17,4,89016.68,14-04-2024,Debit Card,3.8,April,2024,17803.336,12,Online,South,89016.68,0,20.00%,22254.17,4450.834,4,Q2,Apr-24,10682.0016,78334.68,Apr-24
ORD00778,Fiction Novel,Books,4226.03,1,4226.03,07-09-2024,Debit Card,2.8,September,2024,845.206,30,Wholesale,South,4226.03,0,20.00%,4226.03,845.206,9,Q3,Sep-24,1267.809,2958.22,Sep-24
ORD00779,Bedsheet,Home & Kitchen,46315.8,3,138947.4,24-05-2024,Wallet,2.4,May,2024,27789.48,8,Online,South,138947.4,0,20.00%,46315.8,9263.16,5,Q2,May-24,11115.792,127831.61,May-24
ORD00780,Smartwatch,Electronics,1320.32,3,3960.96,08-01-2025,Wallet,2,January,2025,792.192,30,Retail,East,3960.96,0,20.00%,1320.32,264.064,1,Q1,Jan-25,1188.288,2772.67,Jan-25
ORD00781,Cookbook,Books,9772.82,4,39091.28,04-11-2024,UPI,3.1,November,2024,7818.256,12,Wholesale,West,39091.28,0,20.00%,9772.82,1954.564,11,Q4,Nov-24,4690.9536,34400.33,Nov-24
ORD00782,Comic Book,Books,47666.18,1,47666.18,12-02-2024,UPI,2.3,February,2024,9533.236,30,Wholesale,East,47666.18,0,20.00%,47666.18,9533.236,2,Q1,Feb-24,14299.854,33366.33,Feb-24
ORD00783,Jeans,Clothing,7673.62,2,15347.24,13-06-2024,COD,4.6,June,2024,3069.448,22,Wholesale,West,15347.24,0,20.00%,7673.62,1534.724,6,Q2,Jun-24,3376.3928,11970.85,Jun-24
ORD00784,Sofa Cover,Home & Kitchen,41671.06,2,83342.12,01-02-2025,UPI,2.3,February,2025,16668.424,9,Retail,South,83342.12,0,20.00%,41671.06,8334.212,2,Q1,Feb-25,7500.7908,75841.33,Feb-25
ORD00785,Table Lamp,Home & Kitchen,15793.43,5,78967.15,22-09-2024,Net Banking,1.3,September,2024,15793.43,13,Retail,North,78967.15,0,20.00%,15793.43,3158.686,9,Q3,Sep-24,10265.7295,68701.42,Sep-24
ORD00786,Lipstick,Beauty,6767.81,1,6767.81,27-12-2024,COD,2.1,December,2024,1353.562,8,Retail,East,6767.81,0,20.00%,6767.81,1353.562,12,Q4,Dec-24,541.4248,6226.39,Dec-24
ORD00787,Lipstick,Beauty,1011.22,5,5056.1,05-11-2024,Net Banking,4.7,November,2024,1011.22,26,Retail,North,5056.1,0,20.00%,1011.22,202.244,11,Q4,Nov-24,1314.586,3741.51,Nov-24
ORD00788,Headphones,Electronics,13371.25,4,53485,05-07-2024,Credit Card,1.6,July,2024,10697,21,Retail,East,53485,0,20.00%,13371.25,2674.25,7,Q3,Jul-24,11231.85,42253.15,Jul-24
ORD00789,Jeans,Clothing,28972.11,2,57944.22,01-08-2024,Credit Card,2.1,August,2024,11588.844,13,Wholesale,South,57944.22,0,20.00%,28972.11,5794.422,8,Q3,Aug-24,7532.7486,50411.47,Aug-24
ORD00790,Perfume,Beauty,17212.34,1,17212.34,06-02-2025,COD,3.5,February,2025,3442.468,5,Retail,East,17212.34,0,20.00%,17212.34,3442.468,2,Q1,Feb-25,860.617,16351.72,Feb-25
ORD00791,Educational Book,Books,48742,1,48742,16-09-2024,UPI,1.1,September,2024,9748.4,25,Wholesale,South,48742,0,20.00%,48742,9748.4,9,Q3,Sep-24,12185.5,36556.5,Sep-24
ORD00792,Smartphone,Electronics,19117.36,3,57352.08,08-02-2025,COD,1.6,February,2025,11470.416,24,Retail,East,57352.08,0,20.00%,19117.36,3823.472,2,Q1,Feb-25,13764.4992,43587.58,Feb-25
ORD00793,Tablet,Electronics,847.39,5,4236.95,15-12-2024,Net Banking,4,December,2024,847.39,17,Online,South,4236.95,0,20.00%,847.39,169.478,12,Q4,Dec-24,720.2815,3516.67,Dec-24
ORD00794,Mixer Grinder,Home & Kitchen,14796.32,2,29592.64,29-11-2024,Wallet,1.2,November,2024,5918.528,20,Wholesale,South,29592.64,0,20.00%,14796.32,2959.264,11,Q4,Nov-24,5918.528,23674.11,Nov-24
ORD00795,Face Cream,Beauty,5238.33,3,15714.99,24-10-2024,Wallet,1.6,October,2024,3142.998,17,Online,West,15714.99,0,20.00%,5238.33,1047.666,10,Q4,Oct-24,2671.5483,13043.44,Oct-24
ORD00796,Mixer Grinder,Home & Kitchen,31430.94,5,157154.7,02-11-2024,Debit Card,4.6,November,2024,31430.94,18,Wholesale,South,157154.7,0,20.00%,31430.94,6286.188,11,Q4,Nov-24,28287.846,128866.85,Nov-24
ORD00797,Jeans,Clothing,27532.48,4,110129.92,09-04-2024,UPI,2.2,April,2024,22025.984,7,Online,West,110129.92,0,20.00%,27532.48,5506.496,4,Q2,Apr-24,7709.0944,102420.83,Apr-24
ORD00798,Jeans,Clothing,41121.95,3,123365.85,20-02-2024,COD,1.4,February,2024,24673.17,10,Retail,South,123365.85,0,20.00%,41121.95,8224.39,2,Q1,Feb-24,12336.585,111029.27,Feb-24
ORD00799,Laptop,Electronics,12944.89,2,25889.78,10-04-2024,COD,1.9,April,2024,5177.956,22,Retail,North,25889.78,0,20.00%,12944.89,2588.978,4,Q2,Apr-24,5695.7516,20194.03,Apr-24
ORD00800,T-Shirt,Clothing,4729.04,5,23645.2,09-09-2024,COD,4,September,2024,4729.04,23,Retail,South,23645.2,0,20.00%,4729.04,945.808,9,Q3,Sep-24,5438.396,18206.8,Sep-24
ORD00801,Lipstick,Beauty,31512.97,2,63025.94,18-12-2024,COD,2.1,December,2024,12605.188,9,Wholesale,North,63025.94,0,20.00%,31512.97,6302.594,12,Q4,Dec-24,5672.3346,57353.61,Dec-24
ORD00802,Smartwatch,Electronics,46891.65,3,140674.95,08-11-2024,Net Banking,2.9,November,2024,28134.99,19,Online,North,140674.95,0,20.00%,46891.65,9378.33,11,Q4,Nov-24,26728.2405,113946.71,Nov-24
ORD00803,Dress,Clothing,34137.79,2,68275.58,23-09-2024,Net Banking,1.8,September,2024,13655.116,29,Retail,South,68275.58,0,20.00%,34137.79,6827.558,9,Q3,Sep-24,19799.9182,48475.66,Sep-24
ORD00804,Table Lamp,Home & Kitchen,41000.91,4,164003.64,11-09-2024,UPI,4.5,September,2024,32800.728,6,Online,North,164003.64,0,20.00%,41000.91,8200.182,9,Q3,Sep-24,9840.2184,154163.42,Sep-24
ORD00805,Laptop,Electronics,7672.34,4,30689.36,10-04-2024,UPI,1.1,April,2024,6137.872,14,Online,West,30689.36,0,20.00%,7672.34,1534.468,4,Q2,Apr-24,4296.5104,26392.85,Apr-24
ORD00806,Educational Book,Books,25186.79,3,75560.37,22-02-2024,COD,3.8,February,2024,15112.074,28,Retail,East,75560.37,0,20.00%,25186.79,5037.358,2,Q1,Feb-24,21156.9036,54403.47,Feb-24
ORD00807,Shampoo,Beauty,41285.25,1,41285.25,05-12-2024,COD,1.8,December,2024,8257.05,22,Retail,South,41285.25,0,20.00%,41285.25,8257.05,12,Q4,Dec-24,9082.755,32202.5,Dec-24
ORD00808,Shampoo,Beauty,30435.75,2,60871.5,09-04-2024,Credit Card,3.1,April,2024,12174.3,17,Online,North,60871.5,0,20.00%,30435.75,6087.15,4,Q2,Apr-24,10348.155,50523.35,Apr-24
ORD00809,Laptop,Electronics,45786.56,5,228932.8,22-12-2024,Wallet,1.4,December,2024,45786.56,9,Retail,South,228932.8,0,20.00%,45786.56,9157.312,12,Q4,Dec-24,20603.952,208328.85,Dec-24
ORD00810,Fiction Novel,Books,26700.19,3,80100.57,26-03-2024,COD,1.5,March,2024,16020.114,27,Retail,West,80100.57,0,20.00%,26700.19,5340.038,3,Q1,Mar-24,21627.1539,58473.42,Mar-24
ORD00811,Sneakers,Clothing,27367.02,3,82101.06,03-07-2024,Wallet,1.4,July,2024,16420.212,28,Retail,South,82101.06,0,20.00%,27367.02,5473.404,7,Q3,Jul-24,22988.2968,59112.76,Jul-24
ORD00812,Tablet,Electronics,17213.3,3,51639.9,21-04-2024,Net Banking,1.7,April,2024,10327.98,5,Wholesale,South,51639.9,0,20.00%,17213.3,3442.66,4,Q2,Apr-24,2581.995,49057.91,Apr-24
ORD00813,Mixer Grinder,Home & Kitchen,4084.62,5,20423.1,26-02-2024,UPI,4.3,February,2024,4084.62,26,Online,North,20423.1,0,20.00%,4084.62,816.924,2,Q1,Feb-24,5310.006,15113.09,Feb-24
ORD00814,Table Lamp,Home & Kitchen,9213.55,4,36854.2,17-07-2024,COD,2.5,July,2024,7370.84,5,Online,West,36854.2,0,20.00%,9213.55,1842.71,7,Q3,Jul-24,1842.71,35011.49,Jul-24
ORD00815,T-Shirt,Clothing,6114.55,4,24458.2,27-08-2024,Debit Card,3.7,August,2024,4891.64,22,Wholesale,East,24458.2,0,20.00%,6114.55,1222.91,8,Q3,Aug-24,5380.804,19077.4,Aug-24
ORD00816,Comic Book,Books,21670.52,4,86682.08,09-04-2024,COD,4.6,April,2024,17336.416,19,Online,East,86682.08,0,20.00%,21670.52,4334.104,4,Q2,Apr-24,16469.5952,70212.48,Apr-24
ORD00817,Face Cream,Beauty,37528.53,4,150114.12,21-01-2025,UPI,1.6,January,2025,30022.824,21,Retail,North,150114.12,0,20.00%,37528.53,7505.706,1,Q1,Jan-25,31523.9652,118590.15,Jan-25
ORD00818,Smartphone,Electronics,46526.93,5,232634.65,20-12-2024,Net Banking,2.2,December,2024,46526.93,15,Online,South,232634.65,0,20.00%,46526.93,9305.386,12,Q4,Dec-24,34895.1975,197739.45,Dec-24
ORD00819,Self-Help Book,Books,4042.56,2,8085.12,14-03-2024,Debit Card,3.7,March,2024,1617.024,25,Retail,North,8085.12,0,20.00%,4042.56,808.512,3,Q1,Mar-24,2021.28,6063.84,Mar-24
ORD00820,Cookware Set,Home & Kitchen,35777.51,1,35777.51,23-12-2024,Net Banking,3.2,December,2024,7155.502,30,Wholesale,North,35777.51,0,20.00%,35777.51,7155.502,12,Q4,Dec-24,10733.253,25044.26,Dec-24
ORD00821,Bedsheet,Home & Kitchen,4160.52,2,8321.04,06-12-2024,Net Banking,3.8,December,2024,1664.208,29,Retail,North,8321.04,0,20.00%,4160.52,832.104,12,Q4,Dec-24,2413.1016,5907.94,Dec-24
ORD00822,Laptop,Electronics,20754.92,3,62264.76,10-08-2024,Debit Card,1.9,August,2024,12452.952,26,Online,South,62264.76,0,20.00%,20754.92,4150.984,8,Q3,Aug-24,16188.8376,46075.92,Aug-24
ORD00823,Comic Book,Books,34460.43,2,68920.86,06-03-2024,COD,4.6,March,2024,13784.172,21,Online,West,68920.86,0,20.00%,34460.43,6892.086,3,Q1,Mar-24,14473.3806,54447.48,Mar-24
ORD00824,Table Lamp,Home & Kitchen,22835.78,5,114178.9,22-02-2024,Wallet,4.1,February,2024,22835.78,17,Online,North,114178.9,0,20.00%,22835.78,4567.156,2,Q1,Feb-24,19410.413,94768.49,Feb-24
ORD00825,Shampoo,Beauty,5361.18,2,10722.36,16-10-2024,Net Banking,3,October,2024,2144.472,5,Wholesale,South,10722.36,0,20.00%,5361.18,1072.236,10,Q4,Oct-24,536.118,10186.24,Oct-24
ORD00826,Jacket,Clothing,41996.61,2,83993.22,20-11-2024,COD,2.1,November,2024,16798.644,6,Wholesale,West,83993.22,0,20.00%,41996.61,8399.322,11,Q4,Nov-24,5039.5932,78953.63,Nov-24
ORD00827,Perfume,Beauty,43606.83,4,174427.32,11-04-2024,Debit Card,3.6,April,2024,34885.464,13,Online,North,174427.32,0,20.00%,43606.83,8721.366,4,Q2,Apr-24,22675.5516,151751.77,Apr-24
ORD00828,Smartwatch,Electronics,14290.07,5,71450.35,12-12-2024,Debit Card,2.3,December,2024,14290.07,7,Retail,East,71450.35,0,20.00%,14290.07,2858.014,12,Q4,Dec-24,5001.5245,66448.83,Dec-24
ORD00829,Laptop,Electronics,32760.67,3,98282.01,26-06-2024,Net Banking,1,June,2024,19656.402,5,Wholesale,West,98282.01,0,20.00%,32760.67,6552.134,6,Q2,Jun-24,4914.1005,93367.91,Jun-24
ORD00830,Comic Book,Books,26403.73,1,26403.73,08-11-2024,Debit Card,3.3,November,2024,5280.746,25,Online,North,26403.73,0,20.00%,26403.73,5280.746,11,Q4,Nov-24,6600.9325,19802.8,Nov-24
ORD00831,Hair Dryer,Beauty,34069.64,1,34069.64,14-11-2024,Wallet,3,November,2024,6813.928,20,Online,West,34069.64,0,20.00%,34069.64,6813.928,11,Q4,Nov-24,6813.928,27255.71,Nov-24
ORD00832,Table Lamp,Home & Kitchen,47284.54,5,236422.7,01-03-2024,Net Banking,2.4,March,2024,47284.54,27,Wholesale,West,236422.7,0,20.00%,47284.54,9456.908,3,Q1,Mar-24,63834.129,172588.57,Mar-24
ORD00833,Smartwatch,Electronics,28678.88,4,114715.52,17-10-2024,Net Banking,3.7,October,2024,22943.104,10,Wholesale,West,114715.52,0,20.00%,28678.88,5735.776,10,Q4,Oct-24,11471.552,103243.97,Oct-24
ORD00834,Face Cream,Beauty,44918.35,5,224591.75,23-07-2024,Wallet,4.4,July,2024,44918.35,21,Wholesale,West,224591.75,0,20.00%,44918.35,8983.67,7,Q3,Jul-24,47164.2675,177427.48,Jul-24
ORD00835,Hair Dryer,Beauty,31727.37,1,31727.37,11-11-2024,Debit Card,1.7,November,2024,6345.474,9,Retail,West,31727.37,0,20.00%,31727.37,6345.474,11,Q4,Nov-24,2855.4633,28871.91,Nov-24
ORD00836,Bedsheet,Home & Kitchen,10766.58,3,32299.74,05-04-2024,Credit Card,4.2,April,2024,6459.948,9,Retail,West,32299.74,0,20.00%,10766.58,2153.316,4,Q2,Apr-24,2906.9766,29392.76,Apr-24
ORD00837,Lipstick,Beauty,25288.2,4,101152.8,15-08-2024,Debit Card,4.8,August,2024,20230.56,10,Online,North,101152.8,0,20.00%,25288.2,5057.64,8,Q3,Aug-24,10115.28,91037.52,Aug-24
ORD00838,Laptop,Electronics,35506.5,5,177532.5,26-05-2024,UPI,4.5,May,2024,35506.5,7,Wholesale,East,177532.5,0,20.00%,35506.5,7101.3,5,Q2,May-24,12427.275,165105.23,May-24
ORD00839,Fiction Novel,Books,7682.98,4,30731.92,15-08-2024,COD,4.8,August,2024,6146.384,25,Retail,South,30731.92,0,20.00%,7682.98,1536.596,8,Q3,Aug-24,7682.98,23048.94,Aug-24
ORD00840,Smartphone,Electronics,32664.01,2,65328.02,22-03-2024,Net Banking,2.5,March,2024,13065.604,27,Wholesale,West,65328.02,0,20.00%,32664.01,6532.802,3,Q1,Mar-24,17638.5654,47689.45,Mar-24
ORD00841,Table Lamp,Home & Kitchen,14359.56,3,43078.68,09-07-2024,Debit Card,2.3,July,2024,8615.736,9,Online,South,43078.68,0,20.00%,14359.56,2871.912,7,Q3,Jul-24,3877.0812,39201.6,Jul-24
ORD00842,Sneakers,Clothing,3632.93,5,18164.65,24-08-2024,Credit Card,2.1,August,2024,3632.93,25,Retail,North,18164.65,0,20.00%,3632.93,726.586,8,Q3,Aug-24,4541.1625,13623.49,Aug-24
ORD00843,Mixer Grinder,Home & Kitchen,30519.71,1,30519.71,13-02-2024,Net Banking,3.2,February,2024,6103.942,9,Retail,West,30519.71,0,20.00%,30519.71,6103.942,2,Q1,Feb-24,2746.7739,27772.94,Feb-24
ORD00844,Sofa Cover,Home & Kitchen,999.54,3,2998.62,03-01-2025,Debit Card,3.2,January,2025,599.724,14,Retail,East,2998.62,0,20.00%,999.54,199.908,1,Q1,Jan-25,419.8068,2578.81,Jan-25
ORD00845,Mixer Grinder,Home & Kitchen,15481.49,3,46444.47,20-05-2024,Wallet,2.1,May,2024,9288.894,14,Online,South,46444.47,0,20.00%,15481.49,3096.298,5,Q2,May-24,6502.2258,39942.24,May-24
ORD00846,Table Lamp,Home & Kitchen,33814.72,2,67629.44,09-10-2024,Net Banking,1.3,October,2024,13525.888,23,Wholesale,West,67629.44,0,20.00%,33814.72,6762.944,10,Q4,Oct-24,15554.7712,52074.67,Oct-24
ORD00847,Table Lamp,Home & Kitchen,13559.39,3,40678.17,15-09-2024,Net Banking,3.6,September,2024,8135.634,21,Retail,North,40678.17,0,20.00%,13559.39,2711.878,9,Q3,Sep-24,8542.4157,32135.75,Sep-24
ORD00848,T-Shirt,Clothing,18461.51,3,55384.53,14-09-2024,COD,4.4,September,2024,11076.906,25,Online,East,55384.53,0,20.00%,18461.51,3692.302,9,Q3,Sep-24,13846.1325,41538.4,Sep-24
ORD00849,Smartphone,Electronics,22868.39,4,91473.56,03-06-2024,Debit Card,1.3,June,2024,18294.712,18,Wholesale,South,91473.56,0,20.00%,22868.39,4573.678,6,Q2,Jun-24,16465.2408,75008.32,Jun-24
ORD00850,Sofa Cover,Home & Kitchen,17795.7,2,35591.4,15-06-2024,COD,4.2,June,2024,7118.28,13,Online,South,35591.4,0,20.00%,17795.7,3559.14,6,Q2,Jun-24,4626.882,30964.52,Jun-24
ORD00851,Perfume,Beauty,20095.19,4,80380.76,13-01-2025,Credit Card,2.7,January,2025,16076.152,18,Wholesale,West,80380.76,0,20.00%,20095.19,4019.038,1,Q1,Jan-25,14468.5368,65912.22,Jan-25
ORD00852,Cookware Set,Home & Kitchen,13998.81,2,27997.62,13-07-2024,Net Banking,2.7,July,2024,5599.524,5,Online,East,27997.62,0,20.00%,13998.81,2799.762,7,Q3,Jul-24,1399.881,26597.74,Jul-24
ORD00853,Mixer Grinder,Home & Kitchen,787.27,3,2361.81,06-04-2024,UPI,2.1,April,2024,472.362,23,Wholesale,East,2361.81,0,20.00%,787.27,157.454,4,Q2,Apr-24,543.2163,1818.59,Apr-24
ORD00854,Laptop,Electronics,47363.2,3,142089.6,12-11-2024,Credit Card,3.3,November,2024,28417.92,17,Retail,East,142089.6,0,20.00%,47363.2,9472.64,11,Q4,Nov-24,24155.232,117934.37,Nov-24
ORD00855,Sneakers,Clothing,9655.03,4,38620.12,16-11-2024,Credit Card,1.5,November,2024,7724.024,17,Wholesale,East,38620.12,0,20.00%,9655.03,1931.006,11,Q4,Nov-24,6565.4204,32054.7,Nov-24
ORD00856,Cookware Set,Home & Kitchen,24151.49,1,24151.49,02-10-2024,UPI,4.8,October,2024,4830.298,8,Online,North,24151.49,0,20.00%,24151.49,4830.298,10,Q4,Oct-24,1932.1192,22219.37,Oct-24
ORD00857,Comic Book,Books,3697.32,4,14789.28,27-02-2024,UPI,1.3,February,2024,2957.856,5,Online,East,14789.28,0,20.00%,3697.32,739.464,2,Q1,Feb-24,739.464,14049.82,Feb-24
ORD00858,Educational Book,Books,43840.04,5,219200.2,12-12-2024,Credit Card,3,December,2024,43840.04,21,Wholesale,South,219200.2,0,20.00%,43840.04,8768.008,12,Q4,Dec-24,46032.042,173168.16,Dec-24
ORD00859,Sofa Cover,Home & Kitchen,6494.62,5,32473.1,04-09-2024,UPI,2.6,September,2024,6494.62,12,Retail,South,32473.1,0,20.00%,6494.62,1298.924,9,Q3,Sep-24,3896.772,28576.33,Sep-24
ORD00860,Educational Book,Books,7761.67,1,7761.67,03-02-2025,UPI,4.8,February,2025,1552.334,6,Retail,North,7761.67,0,20.00%,7761.67,1552.334,2,Q1,Feb-25,465.7002,7295.97,Feb-25
ORD00861,Hair Dryer,Beauty,43300.52,4,173202.08,23-10-2024,COD,1.1,October,2024,34640.416,12,Wholesale,South,173202.08,0,20.00%,43300.52,8660.104,10,Q4,Oct-24,20784.2496,152417.83,Oct-24
ORD00862,Sofa Cover,Home & Kitchen,36583.04,4,146332.16,18-04-2024,COD,2,April,2024,29266.432,11,Wholesale,South,146332.16,0,20.00%,36583.04,7316.608,4,Q2,Apr-24,16096.5376,130235.62,Apr-24
ORD00863,Smartwatch,Electronics,43298.08,3,129894.24,28-07-2024,UPI,1.6,July,2024,25978.848,30,Online,East,129894.24,0,20.00%,43298.08,8659.616,7,Q3,Jul-24,38968.272,90925.97,Jul-24
ORD00864,Self-Help Book,Books,47427.3,5,237136.5,29-03-2024,Wallet,4,March,2024,47427.3,30,Retail,South,237136.5,0,20.00%,47427.3,9485.46,3,Q1,Mar-24,71140.95,165995.55,Mar-24
ORD00865,Smartphone,Electronics,32950.95,5,164754.75,26-07-2024,Net Banking,2.2,July,2024,32950.95,6,Wholesale,North,164754.75,0,20.00%,32950.95,6590.19,7,Q3,Jul-24,9885.285,154869.47,Jul-24
ORD00866,Face Cream,Beauty,14064.35,2,28128.7,19-04-2024,Net Banking,2.9,April,2024,5625.74,26,Retail,East,28128.7,0,20.00%,14064.35,2812.87,4,Q2,Apr-24,7313.462,20815.24,Apr-24
ORD00867,Lipstick,Beauty,49911.75,3,149735.25,18-05-2024,Wallet,3.1,May,2024,29947.05,26,Wholesale,West,149735.25,0,20.00%,49911.75,9982.35,5,Q2,May-24,38931.165,110804.09,May-24
ORD00868,Headphones,Electronics,40986.82,3,122960.46,22-01-2025,COD,3.5,January,2025,24592.092,7,Wholesale,East,122960.46,0,20.00%,40986.82,8197.364,1,Q1,Jan-25,8607.2322,114353.23,Jan-25
ORD00869,Sofa Cover,Home & Kitchen,32863.88,4,131455.52,15-03-2024,Wallet,4.9,March,2024,26291.104,22,Retail,North,131455.52,0,20.00%,32863.88,6572.776,3,Q1,Mar-24,28920.2144,102535.31,Mar-24
ORD00870,Perfume,Beauty,37424.59,4,149698.36,01-08-2024,Net Banking,1.2,August,2024,29939.672,16,Wholesale,East,149698.36,0,20.00%,37424.59,7484.918,8,Q3,Aug-24,23951.7376,125746.62,Aug-24
ORD00871,Table Lamp,Home & Kitchen,36930.76,2,73861.52,15-05-2024,Debit Card,1.9,May,2024,14772.304,5,Wholesale,East,73861.52,0,20.00%,36930.76,7386.152,5,Q2,May-24,3693.076,70168.44,May-24
ORD00872,Cookbook,Books,40379.73,1,40379.73,02-11-2024,COD,3.8,November,2024,8075.946,26,Online,North,40379.73,0,20.00%,40379.73,8075.946,11,Q4,Nov-24,10498.7298,29881,Nov-24
ORD00873,T-Shirt,Clothing,16938.75,5,84693.75,29-02-2024,Debit Card,3.2,February,2024,16938.75,16,Wholesale,East,84693.75,0,20.00%,16938.75,3387.75,2,Q1,Feb-24,13551,71142.75,Feb-24
